Protein	CTRL.28.4.1	CTRL.30.1.1	CTRL.30.5.1	CTRL.30.7.1	CTRL.39.2.1	CTRL.39.3.1	CTRL.39.6.1	CTRL.39.12.1	CTRL.39.13.1	VAN.30.7.5	VAN.42.10.5	VAN.42.11.5	CTRL.28.4.1.Norm	CTRL.30.1.1.Norm	CTRL.30.5.1.Norm	CTRL.30.7.1.Norm	CTRL.39.2.1.Norm	CTRL.39.3.1.Norm	CTRL.39.6.1.Norm	CTRL.39.12.1.Norm	CTRL.39.13.1.Norm	VAN.30.7.5.Norm	VAN.42.10.5.Norm	VAN.42.11.5.Norm
CREG1_HUMAN	6	1	1	1	0	5	2	1	3	2	4	6	183.088927955685	35.8049596180841	39.8604250393421	40.7226286080373	0	151.934575935837	83.2014690183197	42.7903841851546	126.378853228512	82.934611071199	183.269597557018	218.096003232511
CREL1_HUMAN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.1262844095041	0	0	0
CRIM1_HUMAN	1	0	0	0	5	1	1	3	1	2	1	2	30.5148213259476	0	0	0	101.373491998283	30.3869151871674	41.6007345091598	128.371152555464	42.1262844095041	82.934611071199	45.8173993892544	72.6986677441703
CRIP1_HUMAN	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	91.6347987785089	0
CRIP2_HUMAN	12	8	12	7	21	10	5	13	13	8	15	14	366.177855911371	286.439676944673	478.325100472106	285.058400256261	425.768666392789	303.869151871674	208.003672545799	556.274994407009	547.641697323554	331.738444284796	687.260990838817	508.890674209192
CRK_HUMAN	8	2	4	5	9	5	3	3	4	4	4	8	244.11857060758	71.6099192361683	159.441700157369	203.613143040186	182.47228559691	151.934575935837	124.80220352748	128.371152555464	168.505137638016	165.869222142398	183.269597557018	290.794670976681
CRKL_HUMAN	5	1	3	1	9	3	3	1	2	2	4	6	152.574106629738	35.8049596180841	119.581275118026	40.7226286080373	182.47228559691	91.1607455615021	124.80220352748	42.7903841851546	84.2525688190082	82.934611071199	183.269597557018	218.096003232511
CRLF1_HUMAN	3	5	4	6	5	4	3	4	6	6	4	3	91.5444639778427	179.024798090421	159.441700157369	244.335771648223	101.373491998283	121.547660748669	124.80220352748	171.161536740618	252.757706457025	248.803833213597	183.269597557018	109.048001616255
CRTAP_HUMAN	11	9	11	10	20	15	11	15	6	7	12	14	335.663034585423	322.244636562757	438.464675432764	407.226286080373	405.493967993132	455.80372780751	457.608079600758	641.855762777319	252.757706457025	290.271138749197	549.808792671053	508.890674209192
CRYAB_HUMAN	28	15	23	19	46	22	21	17	23	22	21	27	854.414997126531	537.074394271262	916.789775904869	773.729943552708	932.636126384204	668.512134117682	873.615424692357	727.436531147628	968.904541418595	912.28072178319	962.165387174343	981.432014546299
CRYL1_HUMAN	1	1	0	1	1	0	0	0	1	0	0	0	30.5148213259476	35.8049596180841	0	40.7226286080373	20.2746983996566	0	0	0	42.1262844095041	0	0	0
CS043_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	30.5148213259476	0	0	0	0	0	0	0	0	0	0	0
CS052_HUMAN	0	1	0	1	0	0	0	0	0	0	0	0	0	35.8049596180841	0	40.7226286080373	0	0	0	0	0	0	0	0
CS066_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	30.5148213259476	0	0	0	0	0	0	0	0	0	0	0
CSDE1_HUMAN	6	4	4	6	6	6	4	4	3	6	3	2	183.088927955685	143.219838472337	159.441700157369	244.335771648223	121.64819039794	182.321491123004	166.402938036639	171.161536740618	126.378853228512	248.803833213597	137.452198167763	72.6986677441703
CSK_HUMAN	1	3	1	1	2	2	0	1	1	1	0	0	30.5148213259476	107.414878854252	39.8604250393421	40.7226286080373	40.5493967993132	60.7738303743347	0	42.7903841851546	42.1262844095041	41.4673055355995	0	0
CSK21_HUMAN	4	2	4	4	12	6	2	0	3	3	2	6	122.05928530379	71.6099192361683	159.441700157369	162.890514432149	243.296380795879	182.321491123004	83.2014690183197	0	126.378853228512	124.401916606799	91.6347987785089	218.096003232511
CSK22_HUMAN	2	3	2	2	5	2	2	0	2	2	0	1	61.0296426518951	107.414878854252	79.7208500786843	81.4452572160745	101.373491998283	60.7738303743347	83.2014690183197	0	84.2525688190082	82.934611071199	0	36.3493338720851
CSK2B_HUMAN	2	2	1	0	2	2	1	1	1	0	1	2	61.0296426518951	71.6099192361683	39.8604250393421	0	40.5493967993132	60.7738303743347	41.6007345091598	42.7903841851546	42.1262844095041	0	45.8173993892544	72.6986677441703
CSKP_HUMAN	3	9	5	5	4	7	2	5	3	4	0	2	91.5444639778427	322.244636562757	199.302125196711	203.613143040186	81.0987935986265	212.708406310171	83.2014690183197	213.951920925773	126.378853228512	165.869222142398	0	72.6986677441703
CSN1_HUMAN	3	4	2	4	5	4	4	5	3	2	2	3	91.5444639778427	143.219838472337	79.7208500786843	162.890514432149	101.373491998283	121.547660748669	166.402938036639	213.951920925773	126.378853228512	82.934611071199	91.6347987785089	109.048001616255
CSN2_HUMAN	5	5	4	4	9	4	3	5	3	5	0	3	152.574106629738	179.024798090421	159.441700157369	162.890514432149	182.47228559691	121.547660748669	124.80220352748	213.951920925773	126.378853228512	207.336527677998	0	109.048001616255
CSN3_HUMAN	4	2	2	5	4	3	2	3	2	5	1	1	122.05928530379	71.6099192361683	79.7208500786843	203.613143040186	81.0987935986265	91.1607455615021	83.2014690183197	128.371152555464	84.2525688190082	207.336527677998	45.8173993892544	36.3493338720851
CSN4_HUMAN	4	8	6	7	9	4	5	5	5	7	3	8	122.05928530379	286.439676944673	239.162550236053	285.058400256261	182.47228559691	121.547660748669	208.003672545799	213.951920925773	210.631422047521	290.271138749197	137.452198167763	290.794670976681
CSN5_HUMAN	2	2	3	2	2	1	1	1	2	2	1	4	61.0296426518951	71.6099192361683	119.581275118026	81.4452572160745	40.5493967993132	30.3869151871674	41.6007345091598	42.7903841851546	84.2525688190082	82.934611071199	45.8173993892544	145.397335488341
CSN6_HUMAN	2	5	1	3	3	4	2	1	2	2	0	6	61.0296426518951	179.024798090421	39.8604250393421	122.167885824112	60.8240951989698	121.547660748669	83.2014690183197	42.7903841851546	84.2525688190082	82.934611071199	0	218.096003232511
CSN7A_HUMAN	6	5	4	6	8	6	1	1	5	3	1	4	183.088927955685	179.024798090421	159.441700157369	244.335771648223	162.197587197253	182.321491123004	41.6007345091598	42.7903841851546	210.631422047521	124.401916606799	45.8173993892544	145.397335488341
CSN7B_HUMAN	1	1	0	1	2	0	0	0	1	1	0	1	30.5148213259476	35.8049596180841	0	40.7226286080373	40.5493967993132	0	0	0	42.1262844095041	41.4673055355995	0	36.3493338720851
CSN8_HUMAN	7	5	5	3	7	3	5	3	4	3	1	4	213.603749281633	179.024798090421	199.302125196711	122.167885824112	141.922888797596	91.1607455615021	208.003672545799	128.371152555464	168.505137638016	124.401916606799	45.8173993892544	145.397335488341
CSPG2_HUMAN	27	27	27	21	58	25	22	22	22	19	22	35	823.900175800584	966.733909688272	1076.23147606224	855.175200768782	1175.93250718008	759.672879679184	915.216159201516	941.3884520734	926.778257009091	787.878805176391	1007.9827865636	1272.22668552298
CSPG4_HUMAN	14	12	15	19	38	24	15	15	16	14	8	14	427.207498563266	429.65951541701	597.906375590132	773.729943552708	770.438539186951	729.285964492017	624.011017637398	641.855762777319	674.020550552066	580.542277498393	366.539195114036	508.890674209192
CSPP1_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	35.8049596180841	0	0	0	0	0	0	0	0	0	0
CSRP1_HUMAN	38	35	32	29	45	31	25	26	26	23	31	29	1159.56321038601	1253.17358663294	1275.53360125895	1180.95622963308	912.361427984548	941.994370802188	1040.018362729	1112.54998881402	1095.28339464711	953.748027318789	1420.33938106689	1054.13068229047
CSRP2_HUMAN	12	15	13	12	20	14	8	11	10	12	10	14	366.177855911371	537.074394271262	518.185525511448	488.671543296447	405.493967993132	425.416812620343	332.805876073279	470.6942260367	421.262844095041	497.607666427194	458.173993892545	508.890674209192
CSRP3_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	30.5148213259476	0	0	0	0	0	0	0	0	0	0	0
CSTF1_HUMAN	0	1	0	1	2	1	0	0	0	1	0	0	0	35.8049596180841	0	40.7226286080373	40.5493967993132	30.3869151871674	0	0	0	41.4673055355995	0	0
CSTF3_HUMAN	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	40.7226286080373	0	60.7738303743347	0	0	0	0	0	36.3493338720851
CSTFT_HUMAN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30.3869151871674	0	0	0	0	0	0
CT027_HUMAN	1	0	0	0	1	1	1	1	0	0	0	2	30.5148213259476	0	0	0	20.2746983996566	30.3869151871674	41.6007345091598	42.7903841851546	0	0	0	72.6986677441703
CT2NL_HUMAN	3	1	1	1	1	2	1	1	0	1	1	2	91.5444639778427	35.8049596180841	39.8604250393421	40.7226286080373	20.2746983996566	60.7738303743347	41.6007345091598	42.7903841851546	0	41.4673055355995	45.8173993892544	72.6986677441703
CTBL1_HUMAN	0	1	0	0	0	1	1	0	0	0	1	0	0	35.8049596180841	0	0	0	30.3869151871674	41.6007345091598	0	0	0	45.8173993892544	0
CTBP1_HUMAN	2	1	3	3	6	2	3	1	0	4	2	3	61.0296426518951	35.8049596180841	119.581275118026	122.167885824112	121.64819039794	60.7738303743347	124.80220352748	42.7903841851546	0	165.869222142398	91.6347987785089	109.048001616255
CTBP2_HUMAN	0	1	0	0	1	1	2	0	0	0	0	0	0	35.8049596180841	0	0	20.2746983996566	30.3869151871674	83.2014690183197	0	0	0	0	0
CTDP1_HUMAN	1	1	3	0	2	2	3	1	2	1	0	1	30.5148213259476	35.8049596180841	119.581275118026	0	40.5493967993132	60.7738303743347	124.80220352748	42.7903841851546	84.2525688190082	41.4673055355995	0	36.3493338720851
CTF1_HUMAN	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	41.4673055355995	0	36.3493338720851
CTGE2_HUMAN	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	41.6007345091598	0	0	0	0	0
CTGF_HUMAN	10	7	7	5	16	7	7	4	3	6	5	9	305.148213259476	250.634717326589	279.022975275395	203.613143040186	324.395174394506	212.708406310171	291.205141564119	171.161536740618	126.378853228512	248.803833213597	229.086996946272	327.144004848766
CTHR1_HUMAN	3	2	2	2	2	3	2	1	2	0	2	3	91.5444639778427	71.6099192361683	79.7208500786843	81.4452572160745	40.5493967993132	91.1607455615021	83.2014690183197	42.7903841851546	84.2525688190082	0	91.6347987785089	109.048001616255
CTIF_HUMAN	3	4	4	4	4	6	4	4	4	3	1	2	91.5444639778427	143.219838472337	159.441700157369	162.890514432149	81.0987935986265	182.321491123004	166.402938036639	171.161536740618	168.505137638016	124.401916606799	45.8173993892544	72.6986677441703
CTL1_HUMAN	1	1	0	0	2	1	1	1	0	1	0	0	30.5148213259476	35.8049596180841	0	0	40.5493967993132	30.3869151871674	41.6007345091598	42.7903841851546	0	41.4673055355995	0	0
CTNA1_HUMAN	25	29	18	20	47	31	25	19	19	20	10	16	762.870533148689	1038.34382892444	717.487650708159	814.452572160745	952.910824783861	941.994370802188	1040.018362729	813.017299517937	800.399403780578	829.34611071199	458.173993892545	581.589341953362
CTNA2_HUMAN	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	243.095321497339	0	0	0	0	0	0
CTNA2_HUMAN-DECOY	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	41.6007345091598	0	0	0	0	0
CTNB1_HUMAN	16	21	20	23	36	25	18	14	16	22	10	13	488.237141215161	751.904151979767	797.208500786843	936.620457984857	729.889142387638	759.672879679184	748.813221164877	599.065378592164	674.020550552066	912.28072178319	458.173993892545	472.541340337107
CTND1_HUMAN	19	14	10	15	39	20	16	12	14	16	8	12	579.781605193004	501.269434653178	398.604250393421	610.839429120559	790.713237586608	607.738303743347	665.611752146557	513.484610221855	589.767981733058	663.476888569592	366.539195114036	436.192006465022
CU002_HUMAN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	45.8173993892544	0
CUL1_HUMAN	2	2	1	5	3	5	0	0	1	3	0	0	61.0296426518951	71.6099192361683	39.8604250393421	203.613143040186	60.8240951989698	151.934575935837	0	0	42.1262844095041	124.401916606799	0	0
CUL2_HUMAN	1	1	1	2	0	1	0	0	0	1	0	0	30.5148213259476	35.8049596180841	39.8604250393421	81.4452572160745	0	30.3869151871674	0	0	0	41.4673055355995	0	0
CUL3_HUMAN	4	5	3	4	4	3	3	2	2	5	0	3	122.05928530379	179.024798090421	119.581275118026	162.890514432149	81.0987935986265	91.1607455615021	124.80220352748	85.5807683703091	84.2525688190082	207.336527677998	0	109.048001616255
CUL4A_HUMAN	2	3	0	1	1	0	2	2	0	1	0	0	61.0296426518951	107.414878854252	0	40.7226286080373	20.2746983996566	0	83.2014690183197	85.5807683703091	0	41.4673055355995	0	0
CUL4B_HUMAN	0	0	2	0	0	2	0	0	2	0	1	1	0	0	79.7208500786843	0	0	60.7738303743347	0	0	84.2525688190082	0	45.8173993892544	36.3493338720851
CUL5_HUMAN	1	3	2	3	1	1	1	1	1	3	0	0	30.5148213259476	107.414878854252	79.7208500786843	122.167885824112	20.2746983996566	30.3869151871674	41.6007345091598	42.7903841851546	42.1262844095041	124.401916606799	0	0
CUTA_HUMAN	3	3	4	4	10	5	3	4	2	4	4	3	91.5444639778427	107.414878854252	159.441700157369	162.890514432149	202.746983996566	151.934575935837	124.80220352748	171.161536740618	84.2525688190082	165.869222142398	183.269597557018	109.048001616255
CWC22_HUMAN	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.7903841851546	0	0	0	0
CWC27_HUMAN	1	0	1	0	1	0	0	0	0	0	0	0	30.5148213259476	0	39.8604250393421	0	20.2746983996566	0	0	0	0	0	0	0
CX6A1_HUMAN	0	0	1	0	0	0	1	0	0	0	0	1	0	0	39.8604250393421	0	0	0	41.6007345091598	0	0	0	0	36.3493338720851
CX6B1_HUMAN	3	3	4	3	8	3	1	3	2	1	2	4	91.5444639778427	107.414878854252	159.441700157369	122.167885824112	162.197587197253	91.1607455615021	41.6007345091598	128.371152555464	84.2525688190082	41.4673055355995	91.6347987785089	145.397335488341
CX7A2_HUMAN	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	41.4673055355995	45.8173993892544	0
CXA1_HUMAN	1	1	1	0	3	2	1	0	1	1	1	1	30.5148213259476	35.8049596180841	39.8604250393421	0	60.8240951989698	60.7738303743347	41.6007345091598	0	42.1262844095041	41.4673055355995	45.8173993892544	36.3493338720851
CY1_HUMAN	2	3	6	5	5	3	4	4	4	4	3	3	61.0296426518951	107.414878854252	239.162550236053	203.613143040186	101.373491998283	91.1607455615021	166.402938036639	171.161536740618	168.505137638016	165.869222142398	137.452198167763	109.048001616255
CYB5_HUMAN	2	1	0	0	3	2	0	1	1	0	1	2	61.0296426518951	35.8049596180841	0	0	60.8240951989698	60.7738303743347	0	42.7903841851546	42.1262844095041	0	45.8173993892544	72.6986677441703
CYB5B_HUMAN	3	3	4	2	10	2	3	3	4	3	4	4	91.5444639778427	107.414878854252	159.441700157369	81.4452572160745	202.746983996566	60.7738303743347	124.80220352748	128.371152555464	168.505137638016	124.401916606799	183.269597557018	145.397335488341
CYBP_HUMAN	10	5	3	3	12	5	4	8	4	2	4	7	305.148213259476	179.024798090421	119.581275118026	122.167885824112	243.296380795879	151.934575935837	166.402938036639	342.323073481237	168.505137638016	82.934611071199	183.269597557018	254.445337104596
CYBR1_HUMAN	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	41.6007345091598	0	0	0	0	0
CYC_HUMAN	7	4	4	4	7	4	4	2	4	4	4	4	213.603749281633	143.219838472337	159.441700157369	162.890514432149	141.922888797596	121.547660748669	166.402938036639	85.5807683703091	168.505137638016	165.869222142398	183.269597557018	145.397335488341
CYFP1_HUMAN	0	1	0	1	0	2	0	0	0	2	0	2	0	35.8049596180841	0	40.7226286080373	0	60.7738303743347	0	0	0	82.934611071199	0	72.6986677441703
CYFP2_HUMAN	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	41.6007345091598	0	42.1262844095041	0	45.8173993892544	0
CYGB_HUMAN	2	2	2	2	1	2	1	1	0	1	0	1	61.0296426518951	71.6099192361683	79.7208500786843	81.4452572160745	20.2746983996566	60.7738303743347	41.6007345091598	42.7903841851546	0	41.4673055355995	0	36.3493338720851
CYH2_HUMAN	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	20.2746983996566	30.3869151871674	0	0	0	0	0	0
CYH3_HUMAN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.7226286080373	0	0	0	0	0	0	0	0
CYR61_HUMAN	2	1	2	0	7	5	4	2	3	0	3	2	61.0296426518951	35.8049596180841	79.7208500786843	0	141.922888797596	151.934575935837	166.402938036639	85.5807683703091	126.378853228512	0	137.452198167763	72.6986677441703
CYTA_HUMAN	2	0	0	0	0	0	0	0	0	0	0	1	61.0296426518951	0	0	0	0	0	0	0	0	0	0	36.3493338720851
CYTB_HUMAN	14	9	14	10	17	13	9	14	7	13	11	12	427.207498563266	322.244636562757	558.04595055079	407.226286080373	344.669872794162	395.029897433176	374.406610582439	599.065378592164	294.883990866529	539.074971962794	503.991393281799	436.192006465022
CYTC_HUMAN	1	0	0	0	1	1	0	0	1	0	0	0	30.5148213259476	0	0	0	20.2746983996566	30.3869151871674	0	0	42.1262844095041	0	0	0
CYTSA_HUMAN	5	6	2	2	7	4	2	2	3	2	1	4	152.574106629738	214.829757708505	79.7208500786843	81.4452572160745	141.922888797596	121.547660748669	83.2014690183197	85.5807683703091	126.378853228512	82.934611071199	45.8173993892544	145.397335488341
CYTSB_HUMAN	2	1	0	0	1	3	1	1	0	0	0	1	61.0296426518951	35.8049596180841	0	0	20.2746983996566	91.1607455615021	41.6007345091598	42.7903841851546	0	0	0	36.3493338720851
D39U1_HUMAN	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	20.2746983996566	30.3869151871674	0	0	0	0	0	0
DAAM2_HUMAN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20.2746983996566	0	0	0	0	0	0	0
DAB2_HUMAN	5	3	2	4	6	5	2	0	2	2	1	7	152.574106629738	107.414878854252	79.7208500786843	162.890514432149	121.64819039794	151.934575935837	83.2014690183197	0	84.2525688190082	82.934611071199	45.8173993892544	254.445337104596
DAB2P_HUMAN	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	85.5807683703091	42.1262844095041	0	0	0
DAD1_HUMAN	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	30.3869151871674	0	0	42.1262844095041	0	0	0
DAF_HUMAN	1	1	0	0	0	0	0	0	0	0	0	1	30.5148213259476	35.8049596180841	0	0	0	0	0	0	0	0	0	36.3493338720851
DAG1_HUMAN	12	7	8	6	9	9	7	8	9	6	8	11	366.177855911371	250.634717326589	318.883400314737	244.335771648223	182.47228559691	273.482236684506	291.205141564119	342.323073481237	379.136559685537	248.803833213597	366.539195114036	399.842672592936
DAZP1_HUMAN	4	2	1	1	7	4	4	1	3	1	2	3	122.05928530379	71.6099192361683	39.8604250393421	40.7226286080373	141.922888797596	121.547660748669	166.402938036639	42.7903841851546	126.378853228512	41.4673055355995	91.6347987785089	109.048001616255
DBF4B_HUMAN	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36.3493338720851
DBLOH_HUMAN	6	2	5	2	6	2	3	0	1	2	3	3	183.088927955685	71.6099192361683	199.302125196711	81.4452572160745	121.64819039794	60.7738303743347	124.80220352748	0	42.1262844095041	82.934611071199	137.452198167763	109.048001616255
DBNL_HUMAN	9	9	11	5	27	8	12	10	7	5	12	11	274.633391933528	322.244636562757	438.464675432764	203.613143040186	547.416856790729	243.095321497339	499.208814109918	427.903841851546	294.883990866529	207.336527677998	549.808792671053	399.842672592936
DBR1_HUMAN	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	40.7226286080373	0	30.3869151871674	41.6007345091598	42.7903841851546	0	41.4673055355995	0	36.3493338720851
DC1I1_HUMAN	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	40.7226286080373	0	0	41.6007345091598	0	0	0	0	0
DC1I2_HUMAN	13	5	9	6	28	6	11	6	9	4	8	12	396.692677237318	179.024798090421	358.743825354079	244.335771648223	567.691555190385	182.321491123004	457.608079600758	256.742305110927	379.136559685537	165.869222142398	366.539195114036	436.192006465022
DC1L1_HUMAN	5	4	4	5	6	7	5	2	6	5	3	6	152.574106629738	143.219838472337	159.441700157369	203.613143040186	121.64819039794	212.708406310171	208.003672545799	85.5807683703091	252.757706457025	207.336527677998	137.452198167763	218.096003232511
DC1L2_HUMAN	13	8	6	9	19	12	6	8	5	4	7	7	396.692677237318	286.439676944673	239.162550236053	366.503657472335	385.219269593476	364.642982246008	249.604407054959	342.323073481237	210.631422047521	165.869222142398	320.721795724781	254.445337104596
DCAF7_HUMAN	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	40.7226286080373	0	0	0	42.7903841851546	0	0	0	36.3493338720851
DCAF8_HUMAN	1	0	0	0	0	1	0	0	1	0	0	1	30.5148213259476	0	0	0	0	30.3869151871674	0	0	42.1262844095041	0	0	36.3493338720851
DCD_HUMAN	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	124.80220352748	85.5807683703091	0	0	0	0
DCLK1_HUMAN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20.2746983996566	0	0	0	0	0	0	0
DCLK2_HUMAN	0	0	1	1	1	1	0	1	1	1	0	0	0	0	39.8604250393421	40.7226286080373	20.2746983996566	30.3869151871674	0	42.7903841851546	42.1262844095041	41.4673055355995	0	0
DCMC_HUMAN	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.7903841851546	0	0	0	0
DCNL1_HUMAN	3	2	1	3	2	3	2	1	2	2	0	2	91.5444639778427	71.6099192361683	39.8604250393421	122.167885824112	40.5493967993132	91.1607455615021	83.2014690183197	42.7903841851546	84.2525688190082	82.934611071199	0	72.6986677441703
DCNL3_HUMAN	0	0	2	1	0	2	1	1	0	1	0	1	0	0	79.7208500786843	40.7226286080373	0	60.7738303743347	41.6007345091598	42.7903841851546	0	41.4673055355995	0	36.3493338720851
DCNL5_HUMAN	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	40.7226286080373	20.2746983996566	30.3869151871674	41.6007345091598	42.7903841851546	0	0	0	0
DCP1A_HUMAN	2	1	0	0	0	1	0	0	0	0	0	0	61.0296426518951	35.8049596180841	0	0	0	30.3869151871674	0	0	0	0	0	0
DCPS_HUMAN	2	1	2	3	7	0	2	1	0	2	1	1	61.0296426518951	35.8049596180841	79.7208500786843	122.167885824112	141.922888797596	0	83.2014690183197	42.7903841851546	0	82.934611071199	45.8173993892544	36.3493338720851
DCTD_HUMAN	4	1	0	2	3	1	2	0	2	1	1	1	122.05928530379	35.8049596180841	0	81.4452572160745	60.8240951989698	30.3869151871674	83.2014690183197	0	84.2525688190082	41.4673055355995	45.8173993892544	36.3493338720851
DCTN1_HUMAN	11	13	11	14	19	21	11	16	14	13	4	11	335.663034585423	465.464475035094	438.464675432764	570.116800512522	385.219269593476	638.125218930514	457.608079600758	684.646146962473	589.767981733058	539.074971962794	183.269597557018	399.842672592936
DCTN2_HUMAN	15	10	9	11	24	12	10	10	12	10	10	14	457.722319889213	358.049596180841	358.743825354079	447.94891468841	486.592761591759	364.642982246008	416.007345091598	427.903841851546	505.515412914049	414.673055355995	458.173993892545	508.890674209192
DCTN3_HUMAN	0	0	1	1	2	1	0	0	1	2	1	3	0	0	39.8604250393421	40.7226286080373	40.5493967993132	30.3869151871674	0	0	42.1262844095041	82.934611071199	45.8173993892544	109.048001616255
DCTN4_HUMAN	7	4	5	3	7	5	3	3	4	2	3	6	213.603749281633	143.219838472337	199.302125196711	122.167885824112	141.922888797596	151.934575935837	124.80220352748	128.371152555464	168.505137638016	82.934611071199	137.452198167763	218.096003232511
DCTN5_HUMAN	2	0	1	1	1	1	1	1	0	1	0	1	61.0296426518951	0	39.8604250393421	40.7226286080373	20.2746983996566	30.3869151871674	41.6007345091598	42.7903841851546	0	41.4673055355995	0	36.3493338720851
DCTN6_HUMAN	1	1	0	1	2	1	0	0	1	1	0	2	30.5148213259476	35.8049596180841	0	40.7226286080373	40.5493967993132	30.3869151871674	0	0	42.1262844095041	41.4673055355995	0	72.6986677441703
DCUP_HUMAN	7	8	5	4	8	7	7	3	6	5	2	5	213.603749281633	286.439676944673	199.302125196711	162.890514432149	162.197587197253	212.708406310171	291.205141564119	128.371152555464	252.757706457025	207.336527677998	91.6347987785089	181.746669360426
DCXR_HUMAN	2	2	1	0	4	3	3	2	3	1	0	1	61.0296426518951	71.6099192361683	39.8604250393421	0	81.0987935986265	91.1607455615021	124.80220352748	85.5807683703091	126.378853228512	41.4673055355995	0	36.3493338720851
